RFGC,FGC(E),m_FGC(E),PGC,RAh,RAm,RAs,DE-,DEd,DEm,DEs,RA1950h,RA1950m,RA1950s,DE1950-,DE1950d,DE1950m,DE1950s,GLON,GLAT,PA,---,aO,bO,aE,bE,Btot,AB,MType,As,SB,N,Notes
2471,1567,--,--,13,8,7.2,+,60,23,6,13,6,7.4,+,60,39,5,119.19,56.62,70,2471,0.76,0.1,0.82,0.11,16.7,0.09,bc,0,II,1,Diffuse compan.at 1.7 SW
2472,1563,--,--,13,8,13.9,-,16,14,21,13,5,34.6,-,15,58,21,308.79,46.44,110,2472,0.95,0.12,0.81,0.13,16.7,0.28,dm,2,IV,1,--
2473,1565,--,--,13,8,14.2,+,43,55,29,13,5,59.2,+,44,11,28,112.62,72.87,90,2473,1.06,0.12,1.06,0.17,16.3,0.09,bc,0,II,2,--
2474,1564,--,45524,13,8,15.6,-,21,0,8,13,5,34.6,-,20,44,9,308.19,41.7,175,2474,1.7,0.11,1.68,0.12,16.2,0.42,m,2,IV,0,--
2475,1021,E,--,13,8,16.8,-,21,59,42,13,5,35.3,-,21,43,42,308.08,40.71,7,2475,0.65,0.08,0.7,0.09,17.0,0.48,c,1,II,1,Knotty
2476,1566,--,45534,13,8,21.4,+,39,27,40,13,6,3.7,+,39,43,39,108.07,77.18,43,2476,1.57,0.19,1.29,0.21,15.7,0.06,bc,0,II,0,Two-layers
2477,1568,--,45549,13,8,31.7,+,24,42,3,13,6,6.8,+,24,58,2,1.6,85.46,142,2477,2.02,0.22,1.99,0.24,15.3,0.07,bc,1,II,1,--
2478,1022,E,45573,13,8,48.1,-,43,40,34,13,5,56.0,-,43,24,34,306.25,19.08,139,2478,1.59,0.16,1.67,0.21,15.7,0.57,bc,0,II,0,Curved.Compan.at1.5N.Dust lane
2479,1023,E,--,13,8,56.0,-,22,22,50,13,6,14.3,-,22,6,51,308.24,40.31,34,2479,0.7,0.07,0.75,0.12,17.1,0.45,bc,0,II,4,In pair or triplet
2480,1024,E,45590,13,9,2.5,-,29,13,34,13,6,17.9,-,28,57,35,307.54,33.49,11,2480,1.08,0.13,1.14,0.13,16.2,0.36,c,0,II,0,Knotty
2481,1027,E,--,13,9,21.6,-,22,13,52,13,6,39.9,-,21,57,53,308.39,40.45,36,2481,0.65,0.09,0.63,0.1,17.0,0.46,bc,0,II,1,--
2482,1025,E,45622,13,9,23.4,-,52,13,22,13,6,24.6,-,51,57,23,305.73,10.55,98,2482,1.46,0.09,1.43,0.11,16.4,1.52,d,0,III,0,In rich field of stars
2483,1026,E,--,13,9,24.1,-,32,13,55,13,6,38.1,-,31,57,57,307.34,30.49,129,2483,0.61,0.08,0.52,0.1,17.2,0.31,c,0,II,2,--
2484,1569,--,--,13,9,24.5,+,38,46,2,13,7,6.5,+,39,2,0,106.18,77.77,152,2484,0.76,0.1,0.74,0.11,16.8,0.07,c,0,II,0,--
2485,1570,--,--,13,10,0.0,+,23,14,17,13,7,34.9,+,23,30,14,351.13,84.28,47,2485,0.62,0.08,0.55,0.09,17.1,0.06,dm,0,II,0,Bluish
2486,1028,E,45677,13,10,0.1,-,30,7,32,13,7,15.0,-,29,51,34,307.7,32.57,78,2486,0.97,0.1,0.98,0.13,16.6,0.3,bc,0,II,0,Loose
2487,1029,E,45695,13,10,19.2,-,25,51,47,13,7,35.9,-,25,35,50,308.24,36.81,50,2487,0.83,0.1,0.78,0.11,16.7,0.35,c,0,II,0,--
2488,1571,--,--,13,10,43.2,+,21,22,1,13,8,17.4,+,21,37,57,341.29,82.76,150,2488,0.84,0.09,0.73,0.09,16.8,0.1,cd,1,II,0,F.disk extension on O pr.?
2489,1573,--,45737,13,10,49.0,+,49,53,34,13,8,39.2,+,50,9,30,114.95,66.93,140,2489,1.23,0.13,1.23,0.13,16.0,0.07,cd,0,I,0,Three compact companions
2490,1572,--,--,13,11,14.6,-,20,22,29,13,8,33.5,-,20,6,33,309.21,42.26,169,2490,0.88,0.09,0.96,0.11,16.6,0.42,cd,0,II,0,--
2491,1030,E,--,13,11,21.5,-,39,8,24,13,8,31.5,-,38,52,28,307.14,23.57,7,2491,0.83,0.09,0.58,0.1,17.0,0.43,b,0,II,1,--
2492,1575,--,45814,13,11,51.6,+,40,53,41,13,9,35.6,+,41,9,36,107.23,75.6,77,2492,1.1,0.13,0.9,0.17,16.3,0.07,c,2,II,0,--
2493,1574,--,--,13,11,56.2,+,11,5,49,13,9,26.3,+,11,21,44,320.65,73.26,65,2493,0.92,0.11,0.92,0.12,16.5,0.09,bc,0,II,2,--
2494,1576,--,--,13,12,0.7,+,32,24,8,13,9,39.9,+,32,40,2,83.93,83.09,121,2494,0.84,0.09,0.84,0.1,16.6,0.05,d,1,I,0,--
2495,1578,--,45849,13,12,11.8,+,44,2,17,13,9,57.9,+,44,18,11,110.39,72.58,28,2495,7.28,0.78,6.38,0.81,12.7,0.07,cd,0,I,0,--
2496,1577,--,--,13,12,12.0,+,14,39,14,13,9,43.5,+,14,55,9,325.16,76.62,91,2496,1.06,0.1,0.9,0.1,16.7,0.09,cd,1,III,1,--
2497,1031,E,--,13,12,24.1,-,20,48,25,13,9,42.7,-,20,32,31,309.51,41.8,49,2497,0.73,0.09,0.67,0.1,16.8,0.45,bc,0,I,0,Bright nucleus
2498,1032,E,--,13,12,38.5,-,41,42,59,13,9,46.6,-,41,27,4,307.17,20.98,91,2498,0.63,0.07,0.67,0.07,17.1,0.49,d,0,II,1,--
2499,1033,E,--,13,12,50.4,-,19,16,12,13,10,9.5,-,19,0,18,309.88,43.31,132,2499,0.61,0.07,0.58,0.08,17.2,0.4,d,0,II,1,Star proj. near nucleus
2500,1580,--,--,13,12,56.2,+,44,1,13,13,10,42.4,+,44,17,6,109.94,72.56,46,2500,0.72,0.1,0.58,0.1,16.9,0.07,c,1,II,1,--
2501,1579,--,45911,13,13,5.0,-,19,58,38,13,10,24.0,-,19,42,44,309.85,42.6,1,2501,3.53,0.5,3.58,0.53,14.0,0.38,cd,0,II,3,Two-layers
2502,1582,--,--,13,13,24.0,+,47,25,59,13,11,12.8,+,47,41,51,112.41,69.24,116,2502,0.76,0.1,0.67,0.11,16.8,0.04,dm,2,II,1,Br. sp. at 5.0 W
2503,1595,--,45934,13,13,25.2,+,33,17,25,13,11,5.2,+,33,33,17,86.66,82.22,175,2503,1.21,0.17,1.12,0.16,15.9,0.03,dm,1,II,0,--
2504,1581,--,45953,13,13,30.7,-,19,32,49,13,10,49.7,-,19,16,56,310.05,43.02,23,2504,2.51,0.34,2.46,0.36,14.7,0.4,bc,0,II,1,El. gal. at 7.0 W
2505,1034,E,--,13,14,16.8,-,17,42,58,13,11,36.4,-,17,27,6,310.61,44.81,39,2505,0.99,0.09,0.91,0.12,16.7,0.36,c,0,II,0,--
2506,1035,E,--,13,14,59.6,-,25,57,13,13,12,15.7,-,25,41,22,309.53,36.62,70,2506,1.27,0.09,1.16,0.11,16.6,0.33,c,1,III,1,Curved.Interact.w.El.gal.at W
2507,1583,--,46089,13,15,6.0,+,3,2,43,13,12,33.5,+,3,18,33,317.17,65.26,51,2507,1.59,0.16,1.34,0.18,15.8,0.12,cd,2,II,4,Interact. w. compan. at 2.0 S
2508,1037,E,--,13,15,20.2,-,27,5,23,13,12,35.6,-,26,49,33,309.47,35.48,93,2508,0.6,0.08,0.67,0.11,17.1,0.31,c,0,II,0,--
2509,1584,--,--,13,15,24.0,+,1,8,37,13,12,50.8,+,1,24,27,316.4,63.39,44,2509,0.67,0.09,0.67,0.1,16.9,0.14,d,1,II,0,--
2510,1036,E,46130,13,15,33.5,-,48,15,50,13,12,36.0,-,48,0,0,307.07,14.41,49,2510,1.01,0.09,0.97,0.11,16.6,0.62,cd,0,II,0,Star proj. near nucleus
2511,1585,--,--,13,15,51.6,+,8,20,11,13,13,20.9,+,8,36,1,321.16,70.34,69,2511,0.84,0.09,0.81,0.1,16.9,0.11,cd,0,III,1,--
2512,1038,E,--,13,15,55.1,-,31,42,50,13,13,8.2,-,31,27,1,309.0,30.87,31,2512,0.7,0.07,0.69,0.09,17.1,0.27,cd,0,II,3,--
2513,1039,E,46216,13,16,35.4,-,52,23,2,13,13,33.9,-,52,7,13,306.83,10.3,174,2513,1.27,0.1,1.36,0.21,16.4,1.15,dm,0,III,1,--
2514,1586,--,46226,13,16,41.8,-,19,26,54,13,14,0.6,-,19,11,5,311.09,43.02,76,2514,1.46,0.2,1.25,0.22,15.7,0.35,b,0,II,1,LSB disk
2515,1587,--,--,13,16,42.0,+,26,7,53,13,14,18.8,+,26,23,41,24.34,84.27,74,2515,0.96,0.09,0.76,0.09,16.9,0.05,d,0,III,1,--
2516,1589,--,46244,13,16,57.6,+,7,50,40,13,14,27.0,+,8,6,28,321.52,69.79,8,2516,1.2,0.17,1.21,0.2,15.9,0.11,c,0,II,3,Diffuse halo on N end
2517,1588,--,46261,13,17,7.2,-,16,15,18,13,14,27.0,-,15,59,30,311.85,46.17,171,2517,2.46,0.25,2.41,0.26,15.0,0.35,cd,0,II,3,El. gal. 0.7 at 2.0 NE
2518,1590,--,--,13,17,9.6,+,2,20,26,13,14,36.8,+,2,36,13,317.98,64.46,117,2518,0.68,0.09,0.63,0.12,17.1,0.12,c,0,III,0,--
2519,1596,--,46260,13,17,12.7,+,81,21,39,13,17,6.6,+,81,37,25,121.74,35.71,134,2519,1.18,0.15,1.12,0.16,16.2,0.27,c,0,III,0,--
--,1041,E,--,13,17,38.4,-,27,3,11,13,14,53.6,-,26,47,24,310.1,35.45,53,--,0.57,0.06,0.5,0.08,17.3,0.3,cd,0,I,3,--
2520,1040,E,46303,13,17,43.1,-,34,21,14,13,14,54.5,-,34,5,27,309.08,28.2,14,2520,1.74,0.22,1.84,0.21,15.3,0.25,c,0,II,0,--
--,1042,E,--,13,18,10.8,-,30,57,36,13,15,23.9,-,30,41,50,309.66,31.56,23,--,0.54,0.07,0.48,0.08,17.4,0.26,d,0,II,6,--
2521,1043,E,46346,13,18,19.1,-,41,27,7,13,15,26.0,-,41,11,21,308.33,21.14,17,2521,0.83,0.09,0.87,0.1,16.7,0.49,cd,0,II,1,Slightly curved.In cluster
2522,1044,E,46358,13,18,26.3,-,33,18,4,13,15,38.1,-,33,2,18,309.4,29.23,137,2522,1.16,0.16,1.14,0.15,16.0,0.27,b,0,II,2,Bright nucleus
--,1045,E,--,13,18,30.6,-,31,2,42,13,15,43.6,-,30,46,56,309.73,31.47,117,--,0.54,0.07,0.42,0.09,17.5,0.27,bc,0,II,6,Faint ends. In cluster
2523,1593,--,46372,13,18,34.1,+,47,7,57,13,16,24.4,+,47,23,42,109.79,69.3,54,2523,1.28,0.11,1.12,0.11,16.4,0.05,cd,1,III,1,Compact compan.at 1.2 N
2524,1591,--,46373,13,18,34.8,-,21,17,57,13,15,52.6,-,21,2,11,311.34,41.13,60,2524,1.88,0.17,1.88,0.21,15.6,0.52,dm,0,III,1,--
2525,1046,E,--,13,18,40.0,-,24,15,17,13,15,56.3,-,23,59,31,310.84,38.2,112,2525,0.7,0.09,0.7,0.11,16.9,0.44,c,0,II,0,--
2526,1592,--,46396,13,18,55.2,-,5,47,30,13,16,19.1,-,5,31,45,315.36,56.42,157,2526,1.27,0.11,1.27,0.11,16.2,0.16,d,1,II,1,--
2527,1048,E,--,13,19,20.6,-,26,48,4,13,16,35.7,-,26,32,19,310.6,35.65,120,2527,0.61,0.07,0.58,0.09,17.3,0.27,c,0,II,1,In cluster
2528,1594,--,46441,13,19,21.6,-,14,50,38,13,16,42.1,-,14,34,54,312.94,47.48,150,2528,4.14,0.58,3.98,0.57,13.8,0.28,c,0,II,1,--
2529,1597,--,--,13,19,25.0,+,43,49,27,13,17,12.8,+,44,5,11,106.06,72.38,138,2529,0.96,0.1,0.88,0.12,16.6,0.07,cd,0,II,1,Compan. at 1.8 N
2530,1047,E,--,13,19,25.3,-,41,31,40,13,16,31.9,-,41,15,55,308.54,21.04,137,2530,0.63,0.07,0.67,0.09,17.1,0.52,d,0,II,0,Compan.at 1.7 to NW.Tail to SE
2531,1049,E,46452,13,19,28.9,-,35,6,7,13,16,39.5,-,34,50,23,309.39,27.42,11,2531,1.97,0.17,2.18,0.19,15.4,0.27,d,0,II,1,--
2532,1050,E,46457,13,19,31.1,-,37,20,46,13,16,40.4,-,37,5,1,309.1,25.19,81,2532,0.89,0.1,0.91,0.11,16.6,0.25,c,1,II,6,Diffuse. Curved
2533,1598,--,--,13,19,37.9,+,33,15,21,13,17,18.9,+,33,31,5,79.82,81.36,142,2533,0.8,0.1,0.71,0.11,16.8,0.06,cd,1,II,3,Second compan. at 1.2 W
2534,1051,E,46478,13,19,38.3,-,40,47,42,13,16,45.3,-,40,31,58,308.67,21.76,117,2534,1.25,0.1,1.24,0.17,16.5,0.45,d,1,III,2,Knots.Interacting?Gal. proj.?
2535,1599,--,--,13,20,10.6,+,11,30,3,13,17,41.6,+,11,45,46,327.68,72.98,123,2535,0.97,0.1,1.01,0.12,16.7,0.1,c,0,III,1,--
2536,1054,E,--,13,20,39.5,-,26,39,57,13,17,54.4,-,26,24,14,310.98,35.75,75,2536,0.9,0.1,0.93,0.12,16.6,0.32,bc,0,II,1,--
2537,1055,E,46571,13,20,43.1,-,25,14,53,13,17,58.7,-,24,59,10,311.24,37.15,99,2537,0.89,0.1,0.91,0.1,16.6,0.4,c,0,II,0,--
2538,1600,--,--,13,20,45.6,+,2,16,12,13,18,12.8,+,2,31,55,319.95,64.17,171,2538,0.76,0.1,0.65,0.13,16.9,0.11,d,1,III,1,Asymmetric on E print
2539,1601,--,--,13,21,1.9,+,33,3,52,13,18,43.0,+,33,19,34,77.58,81.28,172,2539,0.64,0.08,0.62,0.09,17.1,0.06,cd,1,II,3,--
2540,1602,--,--,13,21,9.6,+,26,35,7,13,18,47.5,+,26,50,49,29.94,83.35,143,2540,0.83,0.09,0.6,0.1,17.1,0.08,cd,0,III,3,S-shaped
2541,1052,E,46650,13,21,38.2,-,77,31,58,13,17,22.8,-,77,16,16,304.61,-14.76,29,2541,2.89,0.35,2.51,0.44,14.5,1.31,cd,0,I,0,Two-layers. Knots. Stars proj.
2542,1604,--,--,13,21,57.1,+,35,38,19,13,19,40.1,+,35,53,59,87.43,79.29,38,2542,0.81,0.1,0.87,0.1,16.8,0.05,d,0,III,2,--
2543,1603,--,--,13,22,0.0,+,8,6,1,13,19,29.7,+,8,21,41,325.17,69.64,134,2543,0.87,0.11,0.78,0.11,16.6,0.09,c,1,II,0,--
2544,1605,--,--,13,22,7.2,+,35,23,38,13,19,50.1,+,35,39,18,86.44,79.46,29,2544,0.77,0.1,0.88,0.1,16.8,0.04,cd,1,III,2,--
2545,1056,E,--,13,22,36.1,-,17,17,2,13,19,55.2,-,17,1,23,313.47,44.95,9,2545,0.61,0.08,0.48,0.11,17.2,0.37,cd,0,II,1,--
2546,1606,--,46731,13,22,50.4,+,19,41,24,13,20,25.1,+,19,57,3,348.65,79.65,49,2546,1.4,0.12,1.23,0.13,16.2,0.08,c,1,II,1,--
2547,1057,E,--,13,23,9.6,-,26,39,54,13,20,24.2,-,26,24,15,311.66,35.67,137,2547,0.63,0.09,0.62,0.11,17.0,0.28,c,0,II,2,--
2548,1607,--,--,13,23,14.4,+,44,26,0,13,21,3.6,+,44,41,38,104.74,71.55,75,2548,0.84,0.08,0.83,0.08,16.8,0.08,d,0,II,0,--
2549,1058,E,46786,13,23,31.2,-,30,6,54,13,20,43.9,-,29,51,16,311.14,32.25,65,2549,1.83,0.16,1.75,0.18,15.6,0.27,c,0,II,2,Curved arms
2550,1059,E,46794,13,23,35.9,-,26,51,58,13,20,50.3,-,26,36,19,311.74,35.45,161,2550,1.07,0.08,1.06,0.1,16.7,0.28,c,0,II,1,V. good representative
2551,1608,--,46804,13,23,43.4,+,30,33,50,13,21,23.6,+,30,49,27,60.76,82.14,146,2551,1.12,0.11,1.03,0.11,16.4,0.06,d,0,II,2,--
2552,1060,E,46807,13,23,45.6,-,23,10,48,13,21,1.8,-,22,55,10,312.52,39.09,67,2552,1.22,0.16,1.02,0.18,16.0,0.37,dm,0,II,1,Diffuse
2553,1609,--,46840,13,24,9.6,-,17,54,7,13,21,28.4,-,17,38,30,313.83,44.28,123,2553,1.25,0.1,1.01,0.09,16.4,0.41,d,1,II,0,--
2554,1613,--,46846,13,24,13.7,+,70,31,54,13,22,47.8,+,70,47,30,118.99,46.34,154,2554,1.19,0.12,1.04,0.11,16.3,0.04,cd,0,II,1,Br. sp. gal. 1.4 at 6.5 W
2555,1610,--,46865,13,24,24.0,+,17,5,35,13,21,57.7,+,17,21,11,341.84,77.4,178,2555,1.21,0.11,1.12,0.12,16.3,0.13,d,1,II,3,Slightly curved and knotty
2556,1612,--,--,13,24,26.4,+,43,57,22,13,22,15.5,+,44,12,58,103.5,71.91,172,2556,1.0,0.1,0.96,0.11,16.5,0.06,cd,0,II,2,--
2557,1611,--,--,13,24,30.2,+,33,2,6,13,22,12.0,+,33,17,42,74.5,80.73,47,2557,0.62,0.08,0.67,0.08,17.0,0.05,cd,0,II,1,Distant
2558,1614,--,--,13,25,14.4,+,20,43,8,13,22,49.9,+,20,58,44,355.03,79.97,74,2558,0.71,0.1,0.78,0.11,16.7,0.08,cd,1,II,0,--
2559,1615,--,--,13,25,25.7,+,4,46,0,13,22,54.0,+,5,1,35,324.35,66.21,22,2559,1.01,0.1,0.93,0.11,16.7,0.11,c,1,III,0,--
2560,1061,E,46968,13,25,39.4,-,27,20,43,13,22,53.3,-,27,5,8,312.2,34.91,103,2560,0.89,0.09,0.87,0.11,16.7,0.26,c,0,II,2,In clust.Nearest gal.at 1.0 N
2561,1062,E,--,13,26,0.6,-,23,37,57,13,23,16.4,-,23,22,23,313.07,38.56,36,2561,0.6,0.07,0.58,0.1,17.3,0.42,c,0,II,1,In group of 3 galaxies
2562,1616,--,47004,13,26,6.7,+,21,56,22,13,23,42.8,+,22,11,56,1.45,80.56,124,2562,1.06,0.12,1.03,0.12,16.3,0.08,d,1,II,1,Slightly curved
2563,1617,--,--,13,26,10.1,+,32,8,20,13,23,51.5,+,32,23,54,68.61,80.95,176,2563,0.88,0.1,0.54,0.11,17.2,0.06,c,1,IV,1,--
2564,1618,--,--,13,26,38.4,+,27,2,24,13,24,17.1,+,27,17,57,34.29,82.17,131,2564,0.91,0.12,0.85,0.12,16.5,0.05,cd,0,II,1,--
2565,1053,E,--,13,26,39.1,-,86,39,47,13,17,38.5,-,86,24,8,303.49,-23.83,19,2565,0.73,0.09,0.78,0.11,17.0,0.5,c,0,III,3,--
2566,1063,E,--,13,27,0.0,-,51,13,1,13,23,56.1,-,50,57,28,308.6,11.26,118,2566,0.82,0.09,0.98,0.1,16.8,1.07,c,0,III,0,Slightly curved ends
2567,1619,--,47130,13,27,13.9,-,20,27,26,13,24,31.2,-,20,11,54,314.18,41.63,21,2567,0.91,0.09,0.84,0.1,16.9,0.36,cd,0,III,0,--
2568,1620,--,47153,13,27,31.2,+,20,52,52,13,25,7.0,+,21,8,23,357.68,79.67,37,2568,1.34,0.18,1.34,0.2,15.6,0.09,c,0,I,1,--
2569,1621,--,47162,13,27,35.0,+,15,11,23,13,25,7.9,+,15,26,54,339.89,75.4,100,2569,1.37,0.11,1.28,0.12,16.2,0.09,c,0,II,1,--
2570,1622,--,--,13,27,43.2,+,20,58,41,13,25,18.9,+,21,14,12,358.26,79.69,11,2570,0.73,0.1,0.81,0.11,16.7,0.09,cd,0,II,1,--
2571,1064,E,--,13,27,52.9,-,29,30,36,13,25,5.3,-,29,15,4,312.36,32.69,55,2571,0.7,0.07,0.67,0.09,17.1,0.25,d,0,II,6,In cluster
2572,1065,E,47201,13,27,55.1,-,25,51,25,13,25,9.4,-,25,35,54,313.12,36.29,51,2572,2.16,0.22,2.18,0.21,15.2,0.27,bc,0,II,0,Dust. Knots. Curved ends
2573,1624,--,47238,13,28,19.2,+,30,1,8,13,25,59.8,+,30,16,39,54.75,81.41,68,2573,1.28,0.13,1.2,0.12,16.0,0.05,cd,1,I,0,Slightly diffuse W side
2574,1623,--,47243,13,28,20.2,-,11,47,3,13,25,41.4,-,11,31,32,317.08,50.07,117,2574,1.85,0.24,1.59,0.24,15.4,0.21,bc,0,II,2,--
2575,1066,E,--,13,28,21.7,-,19,31,12,13,25,39.2,-,19,15,41,314.77,42.5,112,2575,0.73,0.07,0.69,0.11,17.1,0.42,d,1,II,0,--
2576,1625,--,--,13,28,31.2,+,47,42,52,13,26,24.8,+,47,58,21,105.98,68.18,26,2576,0.94,0.11,0.94,0.12,16.6,0.05,c,0,III,0,--
--,1067,E,--,13,28,55.2,-,31,31,19,13,26,6.3,-,31,15,49,312.22,30.67,31,--,0.55,0.07,0.48,0.08,17.4,0.21,c,0,II,8,In cluster
2577,1628,--,--,13,29,0.2,+,79,3,10,13,28,38.6,+,79,18,37,120.68,37.91,109,2577,0.86,0.12,0.58,0.12,16.9,0.14,c,0,III,0,--
2578,1068,E,--,13,29,8.2,-,35,5,22,13,26,17.0,-,34,49,52,311.59,27.15,0,2578,0.68,0.08,0.65,0.08,17.4,0.24,c,0,IV,2,--
2579,1626,--,47394,13,29,48.7,-,17,57,57,13,27,7.0,-,17,42,28,315.65,43.96,126,2579,9.91,1.23,9.24,1.29,11.8,0.34,bc,0,II,0,Eccentric dust lane
2580,1069,E,47419,13,30,0.0,-,27,27,43,13,27,13.2,-,27,12,15,313.34,34.63,136,2580,1.13,0.1,1.02,0.11,16.4,0.23,dm,1,II,2,Interacting
2581,1627,--,47469,13,30,38.6,+,49,8,13,13,28,34.3,+,49,23,39,106.56,66.73,160,2581,1.11,0.1,0.95,0.11,16.5,0.03,cd,1,II,0,--
2582,1073,E,--,13,31,28.9,-,18,45,40,13,28,46.5,-,18,30,14,315.96,43.1,22,2582,0.6,0.08,0.56,0.09,17.3,0.4,c,0,III,0,--
2583,1072,E,--,13,31,33.6,-,32,9,58,13,28,43.8,-,31,54,32,312.73,29.94,134,2583,0.8,0.09,0.75,0.09,16.7,0.21,c,0,I,4,In cluster
2584,1071,E,--,13,31,34.7,-,43,9,55,13,28,37.0,-,42,54,29,310.66,19.1,67,2584,0.63,0.08,0.67,0.1,17.1,0.5,c,0,II,1,--
2585,1629,--,--,13,31,36.0,-,11,24,36,13,28,57.2,-,11,9,11,318.43,50.25,12,2585,0.85,0.08,0.83,0.08,16.8,0.2,d,0,II,0,--
2586,185,--,--,13,32,2.6,+,87,4,4,13,38,40.0,+,87,19,20,122.33,30.01,162,2586,0.66,0.09,0.56,0.09,17.2,0.76,d,1,III,0,--
2587,1074,E,47605,13,32,11.0,-,30,47,54,13,29,22.0,-,30,32,29,313.17,31.26,151,2587,0.96,0.13,0.89,0.16,16.4,0.24,b,0,II,1,Dust lane
--,1075,E,--,13,32,19.3,-,22,23,2,13,29,35.0,-,22,7,38,315.21,39.51,83,--,0.56,0.06,0.47,0.08,17.7,0.41,d,0,III,1,--
2588,1631,--,--,13,32,26.4,+,45,49,8,13,30,19.6,+,46,4,32,102.07,69.61,34,2588,0.8,0.1,0.75,0.1,16.9,0.07,cd,0,III,1,Curved
2589,1630,--,47680,13,32,50.4,-,3,5,0,13,30,15.2,-,2,49,37,322.83,58.18,35,2589,1.79,0.25,1.68,0.28,15.3,0.16,bc,0,II,0,Two-layers.Close pair at 0.4NE
2590,1634,--,47718,13,33,14.4,+,45,50,17,13,31,7.7,+,46,5,39,101.75,69.53,0,2590,1.41,0.11,1.21,0.12,16.2,0.08,dm,2,II,2,--
2591,1632,--,47730,13,33,20.4,+,3,55,31,13,30,48.6,+,4,10,53,328.08,64.73,168,2591,1.1,0.12,0.93,0.13,16.4,0.12,c,1,II,0,--
2592,1635,--,--,13,33,41.5,-,11,14,18,13,31,2.5,-,10,58,56,319.28,50.29,96,2592,0.99,0.07,0.99,0.08,17.0,0.18,d,1,III,1,--
2593,1633,--,--,13,34,2.4,-,11,6,34,13,31,23.4,-,10,51,13,319.46,50.39,111,2593,0.85,0.09,0.78,0.1,16.7,0.18,dm,2,II,0,--
2594,1638,--,47788,13,34,3.1,+,47,54,50,13,31,58.6,+,48,10,11,103.95,67.61,168,2594,3.58,0.45,3.75,0.54,14.1,0.06,dm,0,II,0,Two-layers
2595,1636,--,47784,13,34,3.6,+,4,45,14,13,31,32.2,+,5,0,35,329.23,65.43,140,2595,2.24,0.27,2.13,0.31,15.0,0.12,bc,0,II,2,Two-layers
2596,1639,--,47780,13,34,3.8,+,52,42,8,13,32,4.8,+,52,57,29,108.53,63.22,16,2596,1.7,0.21,1.65,0.24,15.5,0.05,bc,0,II,0,--
2597,1076,E,47789,13,34,4.4,-,27,9,22,13,31,17.3,-,26,54,1,314.49,34.76,139,2597,0.92,0.09,0.89,0.1,16.7,0.27,c,0,II,5,Very faint periphery
2598,1637,--,--,13,34,8.9,+,39,51,1,13,31,57.1,+,40,6,22,90.78,74.5,50,2598,0.69,0.08,0.74,0.09,17.0,0.03,cd,0,II,3,--
2599,1640,--,--,13,34,21.6,+,33,49,26,13,32,5.8,+,34,4,47,71.47,78.59,89,2599,0.82,0.1,0.78,0.11,16.7,0.05,cd,1,II,4,--
2600,1077,E,--,13,34,21.7,-,41,0,59,13,31,25.1,-,40,45,38,311.6,21.13,38,2600,0.6,0.07,0.54,0.09,17.5,0.34,c,0,III,2,In cluster
2601,1078,E,47821,13,34,23.9,-,37,43,31,13,31,29.8,-,37,28,10,312.24,24.37,157,2601,1.37,0.17,1.06,0.19,16.1,0.3,cd,1,III,3,Two-nucleus?Badge in the cent.?
2602,1070,E,47832,13,34,33.2,-,83,7,46,13,28,27.9,-,82,52,23,304.3,-20.37,175,2602,1.56,0.2,1.56,0.3,15.7,1.42,cd,1,III,0,Very diffuse
2603,1079,E,--,13,34,47.3,-,45,32,51,13,31,46.7,-,45,17,31,310.83,16.66,108,2603,12.21,1.31,9.19,1.09,11.5,0.45,dm,1,II,0,--
2604,1080,E,--,13,35,12.1,-,42,23,17,13,32,14.2,-,42,7,57,311.5,19.75,83,2604,0.76,0.09,0.58,0.11,17.0,0.38,c,0,II,3,Curved diffuse ends
--,1081,E,--,13,35,18.6,-,37,17,44,13,32,24.7,-,37,2,25,312.53,24.76,136,--,0.54,0.07,0.48,0.08,17.4,0.26,c,0,II,1,--
2605,1082,E,--,13,35,22.2,-,37,9,51,13,32,28.4,-,36,54,32,312.57,24.88,102,2605,0.99,0.09,0.87,0.1,16.7,0.27,c,1,II,1,In triplet?Interact.w.gal.1.0SE
2606,1641,--,47935,13,35,36.2,+,33,28,46,13,33,20.3,+,33,44,4,69.31,78.56,126,2606,1.4,0.17,1.55,0.19,15.7,0.05,c,1,II,4,In group
2607,1084,E,--,13,35,52.4,-,42,53,24,13,32,53.9,-,42,38,6,311.53,19.24,83,2607,0.65,0.07,0.66,0.09,17.2,0.44,c,0,II,0,--
2608,1083,E,--,13,35,52.8,-,47,6,41,13,32,50.4,-,46,51,22,310.74,15.09,54,2608,0.96,0.13,0.43,0.06,16.9,0.59,d,0,III,0,--
2609,1085,E,--,13,35,57.5,-,31,19,8,13,33,7.5,-,31,3,50,313.98,30.6,37,2609,0.83,0.09,0.71,0.1,16.9,0.22,c,0,II,5,--
2610,1642,--,--,13,36,2.6,+,8,11,5,13,33,32.7,+,8,26,23,334.13,68.31,139,2610,1.21,0.13,0.95,0.13,16.2,0.13,d,1,II,2,= FGC 1647. Bluish
2611,1643,--,47996,13,36,6.5,+,37,5,17,13,33,53.2,+,37,20,34,82.27,76.28,44,2611,1.76,0.12,1.83,0.13,15.8,0.03,d,0,II,0,--
2612,1644,--,--,13,36,37.7,+,55,53,12,13,34,44.2,+,56,8,28,110.19,60.11,161,2612,0.9,0.11,0.92,0.11,16.6,0.03,cd,0,III,1,Sharp red nucleus
