NGC,Extension,Components,Dreye,NAMEZH,TYPE,CLASS,CONZH,CON,RAJ2000,DECJ2000,RADJ2000,DECDJ2000,VMAG,BMAG,B-V,SB,AX,AY,ANGLE,DESP,DESPS
IC5041,,,*,,Dup,SBcd,ÏÔÎ¢¾µ×ù,MIC,20h43m34.3s,20.72619444,-29h42m11s,-29.70305556,12.5,13.1,0.6,13.1,1.7,1.2,31,"most extremely faint, considerably large, round","eeF, pS, mE, v diffic, nf of 2"
IC5042,,,*,,Gxy,Sc,¿×È¸×ù,PAV,20h47m46.1s,20.79613889,-65h5m1s,-65.08361111,12.5,13.2,0.7,13.1,1.2,0.8,43,"very faint, very small, round, almost stellar","vF, vS, R, alm stell"
IC5043,,,*,,Gxy,Sc ,Ó¡µØ°²×ù,IND,20h46m38.4s,20.77733333,-56h59m1s,-56.98361111,15.6,16.4,0.8,13.6,0.6,0.3,20,"faint, small, extended 210¡ã","F, S, E 210¡ã"
IC5044,,,*,,Gxy,E3,¿×È¸×ù,PAV,20h50m41.4s,20.84483333,-71h53m56s,-71.89888889,14.5,15.5,1,13,0.6,0.4,90,"extremely faint, extremely small, round","eF, eS, R"
IC5045,,,*,,Gxy,Sb,¿×È¸×ù,PAV,20h50m50.2s,20.84727778,-71h54m35s,-71.90972222,14.5,15.3,0.8,13,0.7,0.4,75,"extremely faint, extremely small, round","eF, eS, R"
IC5046,,,*,,Gxy,Sbc,ÏÔÎ¢¾µ×ù,MIC,20h43m14s,20.72055556,-29h51m7s,-29.85194444,12.7,13.3,0.6,13,2.1,0.6,156,"very faint, considerably small, round, in line with 2 stars to southeast","eF, pS, mE, 2 vF st sf, sp of 2"
IC5047,,,*,,Gxy,SBcd,ÏÔÎ¢¾µ×ù,MIC,20h43m34.3s,20.72619444,-29h42m11s,-29.70305556,12.5,13.1,0.6,13.1,1.7,1.2,31,"most extremely faint, considerably large, round","eeF, pS, mE, v diffic, nf of 2"
IC5048,,,*,,Gxy,SBbc,¿×È¸×ù,PAV,20h51m40.6s,20.86127778,-71h48m2s,-71.80055556,15,15.8,0.8,13.5,0.6,0.5,,"extremely faint, very small","eF, vS"
IC5049,A,,*,,Gxy,E2,ÏÔÎ¢¾µ×ù,MIC,20h47m23.8s,20.78994444,-38h25m5s,-38.41805556,13.3,14.3,1,12.8,1,0.8,,"most extremely faint, pretty small, round","eeF, pS, R"
IC5050,,,*,,Gxy,Sb,±¦Æ¿×ù,AQR,20h45m15s,20.75416667,-5h37m23s,-5.623055556,13.5,14.3,0.8,13.5,1.3,0.9,75,"faint, considerably small, diffuse, very small elongated nucleus","F, cS, dif, vS E N"
IC5051,,,*,,Gxy,Sc,¿×È¸×ù,PAV,20h52m22.9s,20.87302778,-71h47m20s,-71.78888889,14.9,15.6,0.7,13.2,0.6,0.4,45,"extremely faint, very small","eF, vS"
IC5052,,,*,,Gxy,SBcd,¿×È¸×ù,PAV,20h52m7.1s,20.86863889,-69h12m19s,-69.20527778,10.5,11.2,0.7,12.6,5.9,0.9,143,"faint, large, extremely extended 140¡ã, 4 arcmin long","F, L, eE 140¡ã, 4' l"
IC5053,,,*,,Gxy,Sa,¿×È¸×ù,PAV,20h53m36s,20.89333333,-71h8m30s,-71.14166667,12.7,13.7,1,13.5,1.6,0.6,55,"considerably faint, very small, brighter middle, 11th magnitude star 2 arcmin north","cF, vS, bM, * 11 n 2'"
IC5054,,,*,,Gxy,SBa,¿×È¸×ù,PAV,20h53m45.2s,20.89588889,-71h1m29s,-71.02472222,13.1,13.9,0.8,13.5,2,0.4,5,"considerably faint, very small, between 2 faint stars","cF, vS, bet 2 F st"
IC5055,,,*,,Gxy,Sc,¿×È¸×ù,PAV,20h52m57.6s,20.88266667,-68h26m41s,-68.44472222,14.3,15.1,0.8,12.8,0.7,0.4,20,"very faint, brighter middle, suspected","vF, bM, susp"
IC5056,,,*,,NF,NF,ÏÔÎ¢¾µ×ù,MIC,20h49m0s,20.81666667,-39h10m54s,-39.18166667,,,,,,,,"faint, considerably large, extremely extended 150¡ã","F, cL, eE 150¡ã"
IC5057,,,*,,Star(s),*,±¦Æ¿×ù,AQR,20h47m13.5s,20.78708333,+0h19m20s,0.322222222,,14.3,,,,,,"extremely faint, nebulous star or extremely small nebula","cF, neb * or eS neb"
IC5058,,,*,,Dup,S0,±¦Æ¿×ù,AQR,20h47m20.5s,20.78902778,+0h29m3s,0.484166667,14,15,1,13,0.6,0.4,66,"extremely faint, distinct from (NGC) 6963","eF, distinct from 6963"
IC5059,,,*,,Gxy,Sab,Ó¡µØ°²×ù,IND,20h51m13.5s,20.85375,-57h41m19s,-57.68861111,14.7,15.5,0.8,13.6,0.8,0.5,13,"very faint, small, round, diffuse","vF, S, R, dif"
IC5060,,,*,,Gxy,Sc,¿×È¸×ù,PAV,20h54m46.2s,20.91283333,-71h38m14s,-71.63722222,14.8,15.5,0.7,12.9,1,0.2,80,"extremely faint, extremely small, between 2 faint stars","eF, eS, bet 2 F st"
IC5061,,,*,,Star(s),*3,±¦Æ¿×ù,AQR,20h47m37.2s,20.79366667,+0h20m12s,0.336666667,,,,,,,,"extremely faint, very small cluster, perhaps nebulous","eF, vS Cl, ? neb"
IC5062,,,*,,Star(s),*2,±¦Æ¿×ù,AQR,20h48m10.3s,20.80286111,-8h21m32s,-8.358888889,,,,,,,,"13.5 magnitude star with extremely faint star and nebula, 13th magnitude star 1 arcmin west","* 13.5 with eF st & neb, * 13 p 1'"
IC5063,,,*,,Gxy,S0-a,Ó¡µØ°²×ù,IND,20h52m2s,20.86722222,-57h4m10s,-57.06944444,11.9,12.9,1,13,2.1,1.4,116,"brighter middle, magnitude 13","bM, magn 13"
IC5064,,,*,,Gxy,SBa,Ó¡µØ°²×ù,IND,20h52m38.1s,20.87725,-57h13m57s,-57.2325,13.2,14.1,0.9,12.7,1,0.7,57,"brighter middle, magnitude 14","bM, magn 14"
IC5065,,,*,,Gxy,SB0,ÏÔÎ¢¾µ×ù,MIC,20h51m45.8s,20.86272222,-29h50m50s,-29.84722222,13.7,14.6,0.9,13.5,1.1,0.9,148,"very faint, pretty small, round","vF, pS, R"
IC5066,,,*,,Gxy,Sa? ,¿×È¸×ù,PAV,20h57m3.1s,20.95086111,-73h8m51s,-73.1475,14.3,15.1,0.8,13.4,0.7,0.7,,"very faint, very small, brighter middle","vF, vS, bM"
IC5067,,,*,ðÃðÉÐÇÔÆ,Nb,EN,Ìì¶ì×ù,CYG,20h47m50s,20.79722222,+44h22m0s,44.36666667,,8,,,25,10,,faint,F
IC5068,,,*,,Nb,EN,Ìì¶ì×ù,CYG,20h50m30s,20.84166667,+42h28m42s,42.47833333,,,,,40,30,,very faint,vF
IC5069,,,*,,Gxy,Sb,¿×È¸×ù,PAV,21h0m10.3s,21.00286111,-71h48m38s,-71.81055556,13.6,14.4,0.8,13.2,0.9,0.9,,"extremely faint, small, round","eF, S, R"
IC5070,,,*,ðÃðÉÐÇÔÆ,Nb,EN,Ìì¶ì×ù,CYG,20h51m0s,20.85,+44h24m6s,44.40166667,,8,,,60,50,,"faint, diffuse","F, dif"
IC5071,,,*,,Gxy,SBc,¿×È¸×ù,PAV,21h1m19.9s,21.02219444,-72h38m35s,-72.64305556,12.5,13.2,0.7,13.1,3.4,0.8,15,"considerably bright, small, extremely extended 20¡ã, stellar nucleus","cB, S, eE 20¡ã, stell N"
IC5072,,,*,,Gxy,S,¿×È¸×ù,PAV,21h1m56.5s,21.03236111,-72h59m17s,-72.98805556,14.8,15.6,0.8,13.4,0.8,0.4,104,"extremely faint, extremely small, round","eF, eS, R"
IC5073,,,*,,Gxy,SBc,¿×È¸×ù,PAV,21h3m19.7s,21.05547222,-72h41m16s,-72.68777778,14,14.7,0.7,13.9,1.2,1,20,"extremely faint, small, round","eF, S, R"
IC5074,,,*,,Gxy,Sc ,¿×È¸×ù,PAV,21h1m0.6s,21.01683333,-63h9m12s,-63.15333333,14,14.9,0.9,12.9,0.8,0.6,166,"round, planetary, magnitude 14","R, planet., magn 14"
IC5075,,,*,,Gxy,Sb,¿×È¸×ù,PAV,21h4m37.5s,21.07708333,-71h52m5s,-71.86805556,13.7,14.5,0.8,12.6,1.1,0.4,149,"very faint, small, considerably bright middle","vF, S, cbM"
IC5076,,,*,,Nb,RN,Ìì¶ì×ù,CYG,20h55m33s,20.92583333,+47h23m42s,47.395,,,,,9,7,,"very faint, very large, a little extended north-south, stars involved","vF, vL, lE ns, st inv"
IC5077,,,*,,Gxy,Sc ,¿×È¸×ù,PAV,21h8m54s,21.14833333,-73h38m26s,-73.64055556,14.9,15.7,0.8,13.6,0.6,0.6,,"extremely faint, extremely small, 10th magnitude star 2 arcmin northwest","eF, eS, * 10 np 2'"
IC5078,,,*,,Gxy,Sc,Ä¦ôÉ×ù,CAP,21h2m31.2s,21.042,-16h49m6s,-16.81833333,12.7,13.6,0.9,14.2,4.1,0.8,85,"extremely extended, near 2nd star of 3; suspected","eE, nr 2nd * of 3, susp"
IC5079,,,*,,NF,NF,Ó¡µØ°²×ù,IND,21h5m30s,21.09166667,-56h14m54s,-56.24833333,,,,,,,,"faint, small, extended, perhaps a very small cluster or ring nebula","F, S, E, ? vS Cl or ring neb"
IC5080,,,*,,Gxy,E2,º£ëà×ù,DEL,21h2m33s,21.0425,+19h12m51s,19.21416667,14.4,15.4,1,12.7,0.5,0.4,45,"faint, very small, round, stellar nucleus","F, vS, R, stell N"
IC5081,,,*,,Gxy,S,º£ëà×ù,DEL,21h3m1.2s,21.05033333,+19h11m21s,19.18916667,14.7,15.5,0.8,11.5,0.3,0.2,80,"very faint, very small, round, stellar nucleus","vF, vS, R, stell N"
IC5082,,,*,,Dup,E5,±¦Æ¿×ù,AQR,21h4m39.4s,21.07761111,-12h20m16s,-12.33777778,13,14,1,13.8,1.9,1,36,"extremely faint, small","eF, S"
IC5083,,,*,,Gxy,E0,Ð¡Âí×ù,EQU,21h3m51.5s,21.06430556,+11h45m50s,11.76388889,14.2,15.2,1,12.8,0.5,0.5,,"most extremely faint, very small, very difficult; 8th magnitude star 13 seconds of time to east","eeF, vS, v diffic, * 8 f 13s"
IC5084,,,*,,Gxy,SBb,¿×È¸×ù,PAV,21h9m14.4s,21.154,-63h17m23s,-63.28972222,12,12.8,0.8,12.4,1.6,1,137,"faint, pretty small, extremely extended 155¡ã, considerably brighter middle","F, pS, eE 155¡ã, cbM"
IC5085,,,*,,Gxy,Sa? ,¿×È¸×ù,PAV,21h13m27.6s,21.22433333,-74h6m11s,-74.10305556,14.5,15.3,0.8,13.2,0.6,0.6,,"very faint, very small, round","vF, vS, R"
IC5086,,,*,,Gxy,E-S0,ÏÔÎ¢¾µ×ù,MIC,21h8m32s,21.14222222,-29h46m8s,-29.76888889,12.9,13.8,0.9,13.6,1.3,1.3,,"most extremely faint, pretty small, round, faint star to east","eeF, pS, R, F * f"
IC5087,,,*,,Gxy,SBb,¿×È¸×ù,PAV,21h14m21.8s,21.23938889,-73h46m25s,-73.77361111,14.2,15,0.8,12.7,0.7,0.4,104,"very faint, very small, 11th magnitude star 3 arcmin northwest","vF, vS, * 11 np 3'"
IC5088,,,*,,Gxy,S0-a,Ä¦ôÉ×ù,CAP,21h9m26.7s,21.15741667,-22h52m41s,-22.87805556,13.2,14.1,0.9,13.1,1.2,1.1,,"extremely faint, very small, difficult","eF, vS, diffic"
IC5089,,,*,,Gxy,S,±¦Æ¿×ù,AQR,21h10m54.4s,21.18177778,-3h51m44s,-3.862222222,15.2,16,0.8,13.4,0.7,0.3,35,"extremely faint, very small, brighter middle, faint star 30 arcsec southwest","eF, vS, bM, F * 30"" sp"
IC5090,,,*,,Gxy,Sa,±¦Æ¿×ù,AQR,21h11m30.6s,21.19183333,-2h1m55s,-2.031944444,13.5,14.4,0.9,12.8,1.2,0.5,26,"very faint, small, round, suddenly brighter middle","vF, S, R, sbM"
IC5091,,,*,,Gxy,Sc,¿×È¸×ù,PAV,21h17m37.1s,21.29363889,-70h39m10s,-70.65277778,15.2,15.9,0.7,13.3,0.5,0.4,,"extremely faint, very small, round","eF, vS, R"
IC5092,,,*,,Gxy,SBc,¿×È¸×ù,PAV,21h16m14.2s,21.27061111,-64h27m54s,-64.465,12,12.7,0.7,13.9,2.9,2.3,8,"pretty large, extended, much brighter middle","pL, E, mbM"
IC5093,,,*,,Gxy,S,¿×È¸×ù,PAV,21h18m46.4s,21.31288889,-70h37m20s,-70.62222222,15.2,16,0.8,13.4,0.7,0.3,125,"most extremely faint, very small, round, suspected","eeF, vS, R, susp"
IC5094,,,*,,Gxy,SBc,¿×È¸×ù,PAV,21h17m49.4s,21.29705556,-66h25m40s,-66.42777778,13.8,14.5,0.7,13.1,1,0.6,148,"very faint, very small, round, star 0.5 arcmin northwest","vF, vS, R, * np 0'.5"
IC5095,,,*,,Gxy,Sc,¿×È¸×ù,PAV,21h17m22s,21.28944444,-59h56m51s,-59.9475,14.7,15.4,0.7,13.4,0.9,0.4,70,"pretty large, extended","pL, E"
IC5096,,,*,,Gxy,Sbc,¿×È¸×ù,PAV,21h18m21.5s,21.30597222,-63h45m39s,-63.76083333,12.3,13.1,0.8,12.6,3.2,0.5,148,"faint, pretty large, extremely extended 145¡ã, stellar nucleus","F, pL, eE 145¡ã, stell N"
IC5097,,,*,,Star(s),*4,Ð¡Âí×ù,EQU,21h14m58s,21.24944444,+4h28m0s,4.466666667,,,,,,,,"extremely faint, stellar, 3 arcmin southeast of (NGC) 7045","eF, stell, 3' sf 7045"
IC5098,,,*,,Star(s),*2,Ð¡Âí×ù,EQU,21h15m1.3s,21.25036111,+4h29m39s,4.494166667,,,,,,,,"extremely faint, 2.5 arcmin east southeast of (NGC) 7045","eF, 2'.5 sff 7045"
IC5099,,,*,,Gxy,S,¿×È¸×ù,PAV,21h21m49.1s,21.36363889,-70h58m58s,-70.98277778,14.6,15.4,0.8,13.1,0.7,0.4,7,"very faint, small, a little extended 10¡ã","vF, S, lE 10¡ã"
IC5100,,,*,,Gxy,SBc,¿×È¸×ù,PAV,21h21m43.4s,21.36205556,-65h55m59s,-65.93305556,13.9,14.6,0.7,13.5,1.9,0.4,114,"faint small, considerably extended 110¡ã","F, S, cE 110¡ã"
IC5101,,,*,,Gxy,SBbc,¿×È¸×ù,PAV,21h21m55.9s,21.36552778,-65h50m9s,-65.83583333,13.3,13.9,0.6,13.3,1.3,0.9,0,"considerably faint, small, star in nebulosity","cF, S, * in neb"
IC5102,,,*,,Gxy,S0,¿×È¸×ù,PAV,21h26m13.4s,21.43705556,-73h18m36s,-73.31,13.8,14.8,1,13.2,0.9,0.7,124,"extremely faint, extremely small, brighter middle","eF, eS, bM"
IC5103,,,*,,Gxy,SBc,¿×È¸×ù,PAV,21h29m13.4s,21.48705556,-74h4m10s,-74.06944444,14.1,14.8,0.7,13,0.8,0.5,33,"extremely faint, very small, round","eF, vS, R"
IC5104,,,*,,Gxy,SBab,·ÉÂí×ù,PEG,21h21m29.3s,21.35813889,+21h14m29s,21.24138889,13.4,14.2,0.8,12.7,1.6,0.4,173,"faint, very small, extended north-south, diffuse, 14th magnitude star near","F, vS, E ns, dif, * 14 nr"
IC5105,,,*,,Gxy,E3,ÏÔÎ¢¾µ×ù,MIC,21h24m21.9s,21.40608333,-40h32m18s,-40.53833333,11.6,12.6,1,13.2,1.9,1.3,40,"very faint, very small, round, stars to north and south","vF, vS, R, st n & s"
IC5106,,,*,,Gxy,E/SB0,¿×È¸×ù,PAV,21h28m37.9s,21.47719444,-70h50m5s,-70.83472222,12.9,13.9,1,13.1,1.4,0.9,143,"faint, small, round, brighter middle","F, S, R, bM"
IC5107,,,*,,Gxy,Sc ,¿×È¸×ù,PAV,21h28m14.8s,21.47077778,-65h44m7s,-65.73527778,14.4,15.2,0.8,13.3,1,0.4,5,"extremely faint, very small, considerably extended 10¡ã","eF, vS, cE 10¡ã"
IC5108,,,*,,Gxy,SBc,Ó¡µØ°²×ù,IND,21h32m51.1s,21.54752778,-72h39m33s,-72.65916667,14.4,15.1,0.7,13.5,1.2,0.4,101,"extremely faint, very small, considerably brighter middle","eF, vS, cbM"
IC5109,,,*,,Gxy,E2,Ó¡µØ°²×ù,IND,21h33m42.7s,21.56186111,-74h6m42s,-74.11166667,13.6,14.6,1,12.9,0.9,0.7,174,"very faint, brighter middle","vF, bM"
IC5110,,,*,,Gxy,SB,Ó¡µØ°²×ù,IND,21h30m43.5s,21.51208333,-60h0m7s,-60.00194444,13.1,13.9,0.8,13.4,1.4,1.1,49,"very faint, very little extended","vF, vlE"
IC5111,,,*,,Gxy,S?,±¦Æ¿×ù,AQR,21h28m10.9s,21.46969444,+2h28m28s,2.474444444,14.4,15.3,0.9,13.3,0.7,0.6,27,"faint, small, irregular figure","F, S, iF"
IC5112,,,*,,Star(s),*3,·ÉÂí×ù,PEG,21h29m30s,21.49166667,+6h46m50s,6.780555556,,,,,,,,"cluster, extremely faint, extremely small","Cl, eF, eS"
IC5113,,,*,,Star(s),*4,·ÉÂí×ù,PEG,21h29m45s,21.49583333,+6h49m6s,6.818333333,,,,,,,,"cluster, extremely faint, small, perhaps nebulous","Cl, eF, S, ? nebs"
IC5114,,,*,,Dup,SBd,Ììº××ù,GRU,21h34m7.7s,21.56880556,-36h39m14s,-36.65388889,12.6,13.2,0.6,13.9,2.1,1.7,78,"extremely faint, pretty small, round, 2 stars 30 seconds of time to the east","eF, pS, R, 2 st f 30s "
IC5115,,,*,,Gxy,S,·ÉÂí×ù,PEG,21h30m57.1s,21.51586111,+11h45m49s,11.76361111,14.9,15.7,0.8,12.4,0.4,0.3,90,"most extremely faint, very small, faint star to east","eeF, vS, F * f"
IC5116,,,*,,Gxy,Sb,Ó¡µØ°²×ù,IND,21h37m5.2s,21.61811111,-70h58m59s,-70.98305556,13.4,14.2,0.8,14,1.6,1.2,15,"considerably faint, small, round, stellar nucleus","cF, S, R, stell N"
IC5117,,,*,,PN,PN,Ìì¶ì×ù,CYG,21h32m31s,21.54194444,+44h35m50s,44.59722222,11.5,13.3,,,0.2,,,"planetary, stellar","Planetary, stellar"
IC5118,,,*,,Gxy,Sbc,Ó¡µØ°²×ù,IND,21h42m13.9s,21.70386111,-71h22m56s,-71.38222222,14.7,15.5,0.8,13.3,1.1,0.3,48,"very faint, small, considerably extended 35¡ã, 10th magnitude star 2 arcmin to southwest","vF, S, cE 35¡ã, * 10 sp 2'"
IC5119,,,*,,Gxy,Sa,·ÉÂí×ù,PEG,21h33m55.9s,21.56552778,+21h50m15s,21.8375,14.5,15.4,0.9,12.5,0.9,0.2,150,"faint, very small, diffuse, 15th magnitude star attached, 13th magnitude star to north","F, vS, dif, * 15 att, * 13 n"
IC5120,,,*,,Gxy,SBbc,Ó¡µØ°²×ù,IND,21h38m48.2s,21.64672222,-64h21m1s,-64.35027778,13.4,14.2,0.8,13.4,2,0.6,102,"faint, almost round","F, alm R"
IC5121,,,*,,Dup,Sa,Ó¡µØ°²×ù,IND,21h41m19.1s,21.68863889,-63h54m30s,-63.90833333,11.9,12.8,0.9,13,1.8,1.6,130,"planetary, stellar, 13th magnitude","Planetary, stellar, 13 magn"
IC5122,,,*,,Gxy,S0,Ä¦ôÉ×ù,CAP,21h39m45.8s,21.66272222,-22h24m22s,-22.40611111,14.4,15.4,1,12.4,0.6,0.3,45,"extremely faint, very small; (NGC) 7103 and 7104 and IC 1393 near","eF, vS, 7103-04, I.C. 1393 nr"
IC5123,,,*,,Gxy,SBbc,Ó¡µØ°²×ù,IND,21h44m49.3s,21.74702778,-72h25m14s,-72.42055556,13.6,14.4,0.8,13.1,1.5,0.5,18,"considerably faint, very small, considerably extended 15¡ã, 12th magnitude star 1 arcmin to west","cF, vS, cE 15¡ã, * 12 p 1'"
IC5124,,,*,,Gxy,S0-a,Ä¦ôÉ×ù,CAP,21h39m55.2s,21.66533333,-22h25m36s,-22.42666667,15.5,16.4,0.9,11.9,0.4,0.1,129,"most extremely faint, small, difficult; another suspected 1 arcmin to south","eeF, S, diffic, another susp 1' s"
IC5125,,,*,,Gxy,Sbc,Ó¡µØ°²×ù,IND,21h41m50.3s,21.69730556,-52h46m24s,-52.77333333,13.4,14.2,0.8,12.5,0.7,0.7,,"faint, extremely small, round, brighter middle","F, eS, R, bM"
IC5126,,,*,,Gxy,Sb,±¦Æ¿×ù,AQR,21h40m28.6s,21.67461111,-6h20m45s,-6.345833333,14.9,15.7,0.8,13.2,0.5,0.5,,"very faint, very small, round, between two 14th magnitude stars","vF, vS, R, bet 2 st 14"
IC5127,,,*,,NF,NF,·ÉÂí×ù,PEG,21h39m51s,21.66416667,+6h14m6s,6.235,,,,,,,,"extremely faint, pretty large, several extremely faint stars and nebulosity","eF, pL, sev eF st & neb"
IC5128,,,*,,Gxy,S0-a,Ììº××ù,GRU,21h43m11.7s,21.71991667,-38h58m5s,-38.96805556,13,13.9,0.9,12.5,1.1,0.7,135,"most extremely faint, very small, round, diffuse, star to southwest","eeF, vS, R, dif, st sp"
IC5129,,,*,,Gxy,Sc,Ó¡µØ°²×ù,IND,21h47m46.5s,21.79625,-65h23m15s,-65.3875,14.6,15.3,0.7,13.5,0.7,0.6,,no description,No descr
IC5130,,,*,,Gxy,Sbc,Ó¡µØ°²×ù,IND,21h50m24.7s,21.84019444,-73h59m51s,-73.9975,13.6,14.4,0.8,13.3,1.9,0.6,109,"very faint, very small","vF, vS"
IC5131,,,*,,Gxy,E/SB0,ÄÏÓã×ù,PSA,21h47m25.3s,21.79036111,-34h53m4s,-34.88444444,12.3,13.3,1,12.9,1,1,,"very faint, very small, round","vF, vS, R"
IC5132,,,*,,Nb,EN,ÏÉÍõ×ù,CEP,21h42m40.1s,21.71113889,+66h10m6s,66.16833333,,,,,,,,(one of) two 13th magnitude stars in very faint nebulosity,2 st 13 magn in vF neb
IC5133,,,*,,Nb,EN,ÏÉÍõ×ù,CEP,21h42m47.1s,21.71308333,+66h10m52s,66.18111111,,,,,,,,(one of) two 13th magnitude stars in very faint nebulosity,2 st 13 magn in vF neb
IC5134,,,*,,Dup,EN+OCL,ÏÉÍõ×ù,CEP,21h42m58.9s,21.71636111,+66h6m47s,66.11305556,,11.5,,,7,7,,a 9.5 magnitude star in nebulosity; IV 75 close,"* 9.5 in neb, IV 75 close"
IC5135,,,*,,Dup,Sa,ÄÏÓã×ù,PSA,21h48m19.3s,21.80536111,-34h57m10s,-34.95277778,12.1,13,0.9,12.9,1.6,1.5,105,"very faint, pretty large, round","vF, pL, R"
IC5136,,,*,,NF,NF,ÄÏÓã×ù,PSA,21h48m50.4s,21.814,-33h39m9s,-33.6525,,,,,,,,"most extremely faint, small, round","eeF, S, R"
IC5137,,,*,,NF,NF,Ó¡µØ°²×ù,IND,21h51m37.9s,21.86052778,-65h34m59s,-65.58305556,,,,,,,,"extremely faint, small, round, stellar nucleus, spiral?; suspected","eF, S, R, stell N, spir ?, susp"
IC5138,,,*,,Gxy,Sb,Ó¡µØ°²×ù,IND,21h53m21.5s,21.88930556,-68h57m10s,-68.95277778,13.2,14,0.8,12.2,0.9,0.5,128,"extremely faint, extremely small, round, suspected","eF, eS, R, susp"
IC5139,,,*,,Gxy,E/SB0,ÄÏÓã×ù,PSA,21h50m25.6s,21.84044444,-30h59m42s,-30.995,12.3,13.3,1,13.2,2.1,1,27,"very faint, small, a little extended","vF, S, lE"
IC5140,,,*,,Gxy,SBcd,Ó¡µØ°²×ù,IND,21h54m15.8s,21.90438889,-67h19m52s,-67.33111111,14.6,15.3,0.7,13.9,2,0.3,136,"extremely faint, very small, much extended 135¡ã","eF, vS, mE 135¡ã"
IC5141,,,*,,Gxy,Sbc,Ó¡µØ°²×ù,IND,21h53m17.1s,21.88808333,-59h29m35s,-59.49305556,12.7,13.5,0.8,13.4,1.7,1.3,30,"planetary, stellar, 15th magnitude","Planet., stell, 15 mag"
IC5142,,,*,,Gxy,Sc,Ó¡µØ°²×ù,IND,21h55m20.1s,21.92225,-65h30m37s,-65.51027778,13.7,14.4,0.7,13.8,1.6,0.8,72,"extremely faint, very small, round, between 2 stars, suspected","eF, vS, R, bet 2 st, susp"
IC5143,,,*,,Dup,SB0,Ó¡µØ°²×ù,IND,21h56m9.8s,21.93605556,-49h31m19s,-49.52194444,12.2,13.1,0.9,13.5,2.3,2,4,"most extremely faint, pretty small, round","eeF, pS, R"
IC5144,,,*,,Gxy,SB,·ÉÂí×ù,PEG,21h54m9.4s,21.90261111,+15h2m14s,15.03722222,14.5,15.3,0.8,13,0.6,0.5,,"faint, small, several faint stars close to the east","F, S, sev F st close f"
IC5145,,,*,,Gxy,Sab,·ÉÂí×ù,PEG,21h54m22.9s,21.90636111,+15h9m23s,15.15638889,13.4,14.2,0.8,13.6,1.6,0.9,170,no description,No descr
IC5146,,,*,¼ëÐÇÔÆ,Nb,EN+OCL,Ìì¶ì×ù,CYG,21h53m24s,21.89,+47h16m0s,47.26666667,,,,,10,10,,"pretty bright, very large, irregular figure, 9.5 magnitude star in middle","pB, vL, iF, * 9.5 in M"
IC5147,,,*,,Gxy,SBc,Ó¡µØ°²×ù,IND,21h59m26.2s,21.99061111,-65h26m59s,-65.44972222,14.4,15.1,0.7,13.9,1.2,0.6,30,"extremely faint, extremely small, round, faint star 2 arcmin to east","eF, eS, R, F * f 2'"
IC5148,,,*,±¸Ì¥ÐÇÔÆ,Dup,PN,Ììº××ù,GRU,21h59m35.1s,21.99308333,-39h23m6s,-39.385,11,12.9,,,2.2,,,"very faint, large, a little extended, star attached","vF, L, lE, * att"
IC5149,,,*,,Gxy,Sa,ÄÏÓã×ù,PSA,21h58m58.9s,21.98302778,-27h24m52s,-27.41444444,13.6,14.5,0.9,12.9,1.2,0.5,32,"extremely faint, small, round, 6.5 magnitude star 63 seconds of time to east on parallel (of declination)","eF, S, R, * 6.5 f 63s on par"
IC5150,,,*,,PN,PN,Ììº××ù,GRU,21h59m35.1s,21.99308333,-39h23m6s,-39.385,11,12.9,,,2.2,,,"pretty bright, pretty large, annular","pB, pL, annular"
IC5151,,,*,,Gxy,C+C,·ÉÂí×ù,PEG,21h58m52.8s,21.98133333,+3h45m46s,3.762777778,14.4,15.4,1,11.9,0.4,0.3,10,"faint, very small, round, gradually brighter middle and nucleus, mottled but not resolved","F, vS, R, gbMN, r"
IC5152,,,*,,Gxy,Im,Ó¡µØ°²×ù,IND,22h2m41.9s,22.04497222,-51h17m46s,-51.29611111,10.5,11.1,0.6,13.4,5,3.2,100,"faint, considerably large, considerably extended 150¡ã, considerably brighter middle","F, cL, cE 150¡ã, cbM"
IC5153,,,*,,Star(s),*,·ÉÂí×ù,PEG,22h0m23.6s,22.00655556,+17h51m49s,17.86361111,,,,,,,,"extremely faint, perhaps a star; 9.5 magnitude star 1.4 arcmin to southeast","eF, ? st, * 9.5 sf 1'.4"
IC5154,,,*,,Gxy,Irr,Ó¡µØ°²×ù,IND,22h4m29.6s,22.07488889,-66h6m51s,-66.11416667,14.4,15,0.6,12.2,0.5,0.3,175,"very faint, brighter middle","vF, bM"
IC5155,,,*,,Star(s),*2,±¦Æ¿×ù,AQR,22h2m6.2s,22.03505556,+0h29m18s,0.488333333,,,,,,,,"extremely faint, small, suddenly much brighter middle, 13th magnitude star 1.5 arcmin to east","eF, S, smbM, * 13 f 1'.5"
IC5156,,,*,,Gxy,SBab,ÄÏÓã×ù,PSA,22h3m14.5s,22.05402778,-33h50m13s,-33.83694444,12.2,13,0.8,12.7,2.2,0.8,175,"pretty faint, pretty small, round","pF, pS, R"
IC5157,,,*,,Gxy,E0,ÄÏÓã×ù,PSA,22h3m27s,22.0575,-34h56m29s,-34.94138889,12,13,1,12.6,1.3,1.3,,"pretty bright, pretty small, round, 3 stars in line to northeast","pB, pS, R, 3 st in line nf"
